"no","company_name","status","license_no","expiry_date","address","country","email","phone_no","vat_certificate"
"117709","Lyonsdown Limited","Active","05832927","05/01/2031 00:00:00","23-29 Hendon Lane  London N31RT","GB","steve@business-reporter.co.uk","442083496474",""
"117711","Desert Turfcare Gardens Maintenance (L.L.C)","Active","560598","08/17/2022 00:00:00","'Al Fattan Plaza 2nd Floor  Al Quoz, Dubai 37579'","AE","turfcare@desertgroup.ae","97145904000","100203141500003"
"117712","GREEN VIEW AGRICULTURE L.L.C","Active","547167","07/15/2021 00:00:00","plot no : 811-1536 Al Warsan - 3  DUBAI 124529","AE","greenviewagriculture@hotmail.com","971043980161","100345998700003"
"117713","E F S INVESTMENT L.L.C","Active","831081","03/27/2022 00:00:00","3rd Floor Bldg #1 Makateb 16 Dubai Production City Dubai United Arab Emirates  Dubai 73565","AE","efsg.bd@efsme.com","97144577500","100462500800003"
"117714","METALLICA APPLIANCES L.L.C","Active","681446","01/05/2022 00:00:00","Al Asmawi Building Showroom No. 11-12 Sheikh Zayed Road  Bur Dubai 367 Umm Al Sheif 21481","AE","tarek@metallica.ae","97142882253","100384725600003"
"117715","CleanMax Alpha LeaseCo FZCO","Active","3385","07/18/2022 00:00:00","Building 2E Unit M041 Dubai Airport Free Zone Dubai 125376","AE","shivani.agrawal@cleanmax.com","97100506110832","100223763200003"
"117716","ALI KEIDH ADVERTISING SERVICES LLC","Active","502435","11/17/2021 00:00:00","Al QusaisDubai-UAE  DUBAI 63805","AE","clientservice@akaddubai.com","971525988949","100385725500003"
"117718","Hennessey L.L.C","Active","516490","02/07/2022 00:00:00","Al Quoz Industrial Area 4 Street 22 Umm Sequim Road  Dubai 37564","AE","info@hennesseyllc.com","97143470379","100053727200003"
"117720","ORION Engineers Conslutant","Active","119641","04/22/2022 00:00:00","BB-12 Office 203Bay Square Dubai  Business Bay 51092","AE","info@orionuae.com","97143936362","100349234300003"
"117721","ipurity disinfection services LLC","Active","763782","08/17/2021 00:00:00","Shop No 9 and 10 Spain 01 cluster International city  Dubai 212212","AE","ajith@ipurity.com","97145655245","100001431400003"
"117722","COGENT ELECTROMECHANICAL LLC","Active","623596","03/31/2022 00:00:00","Al Qusais Dubai902 Damascus Street Industrial Area 1 Dubai 233659","AE","simi.sangeeth@cogentdxb.com","97142583915","100303855900003"
"117723","Flabuless FZ LLC","Active","7098/2015","07/19/2022 00:00:00","Suite 1702 Level 17 Boulevard Plaza Tower 1 Sheikh Mohammed Bin Rashid Boulevard Downtown Dubai Dubai 4422","AE","jaya@rewardz.ae","971509547345","100376632400003"
"117727","Vision Tech Solutions DMCC","Active","JLT-66733","01/30/2022 00:00:00","1 Lake PlazaPlot No: JLT-PH2-T2AJumeirah Lakes Towers  Dubai 643602","AE","rajab@visiontechsolutions.com","97142620296","100272247600003"
"117729","Crescent Scaffolding industries llc","Active","805503","04/21/2022 00:00:00","Shop-3 Russia -International city  Dubai 391009","AE","mohammad@crsdubai.com","97145576522","100488063700003"
"117731","BINJA BUILDING MATERIALS TRADING LLC","Active","922624","12/21/2021 00:00:00","UMM RAMOOL  RASHIDIYA 35002","AE","sales@binja.ae","9719715469399","100603551100003"
"117735","Affinitas Consulting DMCC","Active","JLT-67382","07/31/2022 00:00:00","1 Lake Plaza Unit 3305 Cluster T JLT902  Dubai 336999","AE","ap@affinitasconsulting.ae","97104043684595","100032906800003"
"117736","LED CORNER TRADING L.L.C.","Active","707785","04/12/2022 00:00:00","'P.O. BOX 121374  DUBAI, AL QUOZ 121374'","AE","service4@ledcorner.co.uk","97143467222","100220889800003"
"117737","Al Boshia Technical Services LLC","Active","566834","03/13/2022 00:00:00","WH NO 3 SAUD TALAL WAREHOUSE AL QUSAIS INDUSTRIAL AREA NO 3  DUBAI 251858","AE","Sales.eng@alboshiadxb.ae","97142581575","100349477800003"
"117738","Dream Land Innovation Systems LLC","Active","237244","03/15/2022 00:00:00","No. 209 Atrium Center Bank Steet Bur Dubai902  Dubai 27287","AE","accounts@dli-it.com","97143513733","100029238100003"
"117742","A&H Consultants LLC","Active","1803688.01","04/03/2022 00:00:00","AL Moosa Tower 2 Sheikh Zayed Road Dubai 12539","AE","hiteshm@anhconsultants.com","971043142418","100571572500003"
"117743","HETTICH MIDDLE EAST DMCC","Active","JLT-69373","11/19/2022 00:00:00","1903  JLT 115081","AE","siva.kumar@hettich.com","97143695336","100367518600003"
"117744","M B S Management Consultancy","Active","903004","09/06/2022 00:00:00","804 City Tower 2  Dubai 000000","AE","kate.w@connectfz.ae","97143316688",""
"117748","Power Cleaning Services and Building Maintenance LLC","Active","130240","03/22/2022 00:00:00","Industrial Area 4 Al Qusais  Dubai 30790","AE","bidding@powergroupintl.com","97142679000","100057318600003"
"117754","Silsal Design House FZ-LLC","Active","91857","11/17/2021 00:00:00","Office 207A Building 06 Dubai Design Distric Dubai 125961","AE","corporate@silsal.com","971568285283","100258266400003"
"117755","Halal Trade and Marketing Centre FZCO","Active","3877","01/31/2022 00:00:00","Dubai Airport Freezone Building 8E Mezzanine Floor Office M02  Dubai 491","AE","tguerrero@thehtmc.com","97147017000",""
"117756","Tiybr Payments L.L.C","Active","767765","09/10/2021 00:00:00","437 Emarat Atrium Building Sheikh Zayed Road  Al Wasl Area  Dubai 555667","AE","info@tiybr.com","971043380000","100225637600003"
"117757","SUNROOFS ENVRIO SOLAR ENERGY SYSTEMS L.L.C","Active","801633","02/27/2022 00:00:00","Office #404 Al Maktab Building Al Barsha 1 Dubai - U.A.E. P.O. Box Number - 125376  Dubai 125376","AE","vamsi.pilla@cleanmax.com","971043477080","100223763200003"
"117758","MAJESTIC MOBILE FZCO","Active","3796","05/16/2022 00:00:00","Dubai  Dubai 371309","AE","ahmadtawfiq93@gmail.com","971523212080","100476794100003"
"117759","SIGNAL PERFECTION LTD","Active","31757","05/02/2022 00:00:00","Building 8 Warehouse 1 FNC Compound DIP 2902  Dubai 502508","AE","deepak.belani@avispl.com","971565458969","100395431800003"
"117760","Endeavour Pools Installation L.L.C.","Active","812139","08/01/2021 00:00:00","Offic # 707 SIT Tower Dubai Silicon Oasis Office # 707 SIT Tower Dubai Silicon Oasis Dubai 128869","AE","nvkcsrinivas@endeavourpools.me","971526023450","100622183000003"
"117762","LEADERS LEGAL TRANSLATION AND INTERPRETATION","Active","CN-2344240","10/18/2021 00:00:00","Abu Dhabi  Abu Dhabi 42991","AE","finance@leaderstranslation.ae","971045897163","100221108200003"
"117763","AL DARMAKY CONTRACTING AND AGRICULTURAL MATERIALS L.L.C.","Active","1104991","11/09/2021 00:00:00","Al Khazna Insurance Building 2nd floor Oud Al Touba St.  Abu Dhabi 15895","AE","info@aldarmakyuae.com","971506440216","100374863700003"
"117764","ExperiaCare FZ-LLC","Active","47002191","04/10/2022 00:00:00","UG11-D4 RAKEZ Amenity Center Al Hamra Industrial Zone-FZ  Ras Al-Khaimah UG11-D4","AE","ahmed.aryan@experiacare.ai","971529520219",""
"117766","BEAVER GULF PRECAST CONCRETE PRODUCT MANUFACTURING L.L.C","Active","616411","09/15/2021 00:00:00","National Industries Park Jebel Ali  Dubai 31835","AE","hussain@bgpc.ae","97143521225","100239912700003"
"117767","Gigantic Building Material Trading LLC","Active","597199","06/24/2022 00:00:00","Office 1909 The Citadel Tower Business Bay 11930Dxb","AE","admin@giganticuae.com","97144214969","100334998000003"
"117769","ETHOS INTEGRATED SOLUTIONS L.L.C DUBAI BRANCH","Active","553525","02/14/2022 00:00:00","Ibn Battuta Gate Office. Jebal Ali 104  Dubai 75745","AE","tenders@ethosplc.com","97142497100","100523178000003"
"117770","SWISS CORPORATION FOR DESIGN AND TECH","Active","503169","12/28/2021 00:00:00","Office 109 Building 8 Dubai design District  DUBAI 29704","AE","info@swisscotec.com","971042414400","100377190200003"
"117773","MASTER NETWORKS COMMUNICATIONS LLC","Active","685257","03/16/2022 00:00:00","G 15Cold Crown Business CentreAl khbeesi streetNear AlKabayl discount centre  Deira 300393","AE","sales@masternetworks.ae","971042557782","100317851200003"
"117774","MAINCRETE BUILDING CONTRACTING LLC","Active","720360","11/09/2021 00:00:00","Warehouse 12 MAG Warehouses Al Quoz Industrial Area 2 Dubai 390792","AE","yameen@maincrete.com","971543976803","100341934600003"
"117775","Baker Tilly MKM Chartered Accountants","Active","625564","06/06/2022 00:00:00","Suite 1801-10 Jumeirah Bay Tower -X2 Cluster X JLT902  DUBAI 124600","AE","rfp@bakertillyjfc.com","97143697248","100360119000003"
"117777","Kudos PRS Chartered Accountants","Active","708848","04/27/2022 00:00:00","BM 07 SARAYA AVENUE GARGHOUD DUBAI 35314","AE","giresh@kudosprs.com","971042822936","100609176100003"
"117778","UHY James Chartered Accountants","Active","567019","03/22/2022 00:00:00","Level 6 Clover Bay Tower Business Bay Dubai 118863","AE","james.mathew@uhy-ae.com","97142770606","100512012400003"
"117779","CALCULUS MANAGEMENT CONSULTANCY DMCC","Active","DMCC-33282","08/19/2023 00:00:00","4C ALMAS TOWER  JUMERIAH LAKES TOWERS 625827","AE","ANAND@CALCULUS.AE","971445541668","100237564800003"
"117780","Concordia DMCC Dubai Branch","Active","678461","11/04/2021 00:00:00","Jewellery and Gemplex Complex Building 2 3rd Floor  Dubai 340045","AE","tamer.bishay@concordiadubai.com","97143688883","100235716600003"
"117781","Aurifer Middle East Tax Consultancy DMCC","Active","DMCC-327139","08/22/2022 00:00:00","JBC 4 Tower Office 1804 Cluster N JLT  Dubai 337547","AE","thomas@aurifer.tax","97145876562","100065153700003"
"117783","CONNECTIONS INTERIOR L.L.C","Active","736928","06/17/2022 00:00:00","businessbay  Dubai 33058","AE","project@connectionsinterior.com","971588754702","100213539800003"
"117784","Chrysels Sign Board Industries LLC","Active","724687","01/12/2022 00:00:00","Al Quoz Industrial Area 2  Dubai 231920","AE","hr@chrysels.com","971529127344","100616241400003"
"117787","Foliages Artificial Plants And Flowers Trading LLC","Active","697727","11/05/2021 00:00:00","Building 6 30th Street Dubai Investment Park 2 Dubai 73846","AE","sales@foliages.ae","971048829110","100377314800003"
"117789","Al Mazroui Advanced Technology LLC","Active","565000","01/15/2022 00:00:00","AL ITIHAD ROAD AL QAYADAH BLDG ROOM 202 DEIRA DUBAI UAE AL ITIHAD ROAD AL QAYADAH BLDG ROOM 202 DEIRA DUBAI UAE DUBAI 97612","AE","matcol@emirates.net.ae","97142994300","100011406400003"
"117792","SURETRACK MANAGEMENT CONSULTANCY","Active","735331","05/30/2022 00:00:00","al nahda 1 - saheel  tower 1 - office 1304  dubai 87088","AE","info@suretrack.ae","97142208780","100394959900003"
"117793","SITE & POWER DK LTD - DUBAI BRANCH","Active","683259","02/09/2022 00:00:00","15TH FLOOR DAMAC BUSINESS TOWER BUSINESS BAY  DUBAI 8361","AE","everlyp@mdsuae.ae","97144293535","100493419400003"
"117795","ISG Middle East LLC","Active","645216","10/03/2021 00:00:00","602a Sama Tower Sheikh Zayed Road  Dubai 120397","AE","info@isgplc.com","97104350 6900","100071170300003"
"117796","Multiline Electromechanical Co LLC","Active","566180","02/21/2022 00:00:00","Suite 602 Al Attar Towers Sheikh Zayed Road  Dubai 123299","AE","info@multilineprojects.com","971043434498","100238691800003"
"117798","Novotech 360 Technical Services LLC","Active","893446","07/01/2022 00:00:00","204D Ibn Batuta Gate  Dubai 487056","AE","info@novotech360.com","97145754091","100618707200003"
"117799","Taslleehcom Building Maintenance","Active","878218","03/09/2022 00:00:00","Office#402 IT Plaza Dubai Silicon Oasis Dubai 98227","AE","admin@taslleeh.com","971544464983","100571443900003"
"117800","Shuster Moseley","Active","07392553","12/31/2031 00:00:00","Court Lodge Military Road Ashford TN26 2BG","GB","shuster.edward@gmail.com","447962020190",""
"117801","SILVERLENS","Active","CS201507003","12/31/2030 00:00:00","2263 Don Chino Roces Avenue Extension  Makati City 1231","PH","info@silverlensgalleries.com","63288160044",""
"117802","iMedia Commune FZE LLC","Active","3973","06/02/2022 00:00:00","48 Burj Gate downtown Dubai  Dubai 0000","AE","contact@imcommune.com","971582707790",""
"117809","HOLFORD FACILITIES MANAGEMENT)LLC(","Active","767845","10/10/2021 00:00:00","301 SIT Tower Dubai Silicon Oasis  Dubai 28112","AE","solutions@holfordfm.com","97143793100","100294354400003"
"117810","CloserStill Media","Active","B88365127","09/08/2022 00:00:00","RAMBLA CATALUNYA 60  BARCELONA 08007","ES","a.ferrer@closerstillmedia.com","34936268735",""
"117811","Middle East Business News (BVI) Limited","Active","30102","11/20/2021 00:00:00","1st Floor CNBC Arabia Building  Dubai 502002","AE","finance@cnbcarabia.com","97143664900","100270646100003"
"117812","FAM Holding","Active","602959","11/09/2021 00:00:00","Burjuman Business Tower Office No : 1014  Dubai 211021","AE","ziwar@famholding.com","971589880006","100257364800003"
"117813","TimeLapse Middle East DMCC","Active","JLT65367","10/24/2023 00:00:00","Office 406 and 407 Tiffany Tower Jumeirah Lakes Tower  Dubai 52840","AE","bhavisha@timelapseme.com","97144475848","100251030100003"
"117814","GULF UPVC INDUSTRIES F.Z.E","Active","26791","07/24/2024 00:00:00","GULF UPVC INDUSTIRES F.Z.EWAREHOUSE L1 - 15/16AJMAN FREE ZONE GATE 1AL BUSTAN  AJMAN 932","AE","INFO@GULFUPVC.AE","97167794744","100457767000003"
"117815","Mohd Abdullah Haji Yousuf Khoory & Co LLC","Active","205446","02/04/2022 00:00:00","19th Street Al Quoz 1  Dubai 41","AE","shafqat@upmuae.com","971046067700","100281820900003"
"117816","ARUN DESHAVENI PARKING CAR WASHING LLC","Active","824004","01/19/2022 00:00:00","1501- 15th Floor City Tower 2 Sheikh Zayed Road Dubai- UAE  Dubai 42980","AE","arund.112233@gmail.com","971561517490",""
"117817","next power electronics l.l.c","Active","690417","07/12/2022 00:00:00","NAIF ROAD OPP WEST HOTEL  DUBAI 380297","AE","zubair@oncomponents.com","971552168481","100231335900003"
"117818","Clean Master Car Washing LLC","Active","793317","10/29/2021 00:00:00","Office No:718Tamani Arts OfficesBusiness Bay Office No:718Tamani Arts OfficesBusiness Bay Dubai 232702","AE","info@cleanmasteruae.com","971528747050","100468000300003"
"117819","SNF Technologies LLC","Active","724481","01/11/2022 00:00:00","Parklane towers business bay  Dubai 446022","AE","faran@snftechnologies.com","971509328081",""
"117821","ZERO WASTE RECYCLING LLC","Active","557031","05/11/2022 00:00:00","Zero waste recycling LLC Plot No 5333564 Saih Suhaib 4 DIC Dubai 233038","AE","sridarlr@zerowaste.ae","971526155130","100424615100003"
"117822","QlikTech International Markets AB","Active","556683-5012","07/31/2031 00:00:00","Scheelevägen 24-26 Lund Lund 22363","SE","ccmea@qlik.com","46102097500",""
"117823","IBS Flight Cases LLC","Active","557995","06/05/2022 00:00:00","Warehouse No.7  Industrial 1  Al Qouz  Dubai 38365","AE","john@ibsflightcases.com","97143392982","100245691900003"
"117825","Island Dimond Car Wash","Active","615209","09/18/2021 00:00:00","M01 - Bin Thani Building Al Ghusais Dubai 76962","AE","ali@idcw.ae","971555451997","100230429100003"
"117826","Blugrass Technologies","Active","813375","08/28/2022 00:00:00","202 Building 4 Bay square Business Bay Dubai. UAE  Dubai 23304","AE","sahar.waqar@blugrass.co","97145572283","100527120800003"
"117827","DANIEL TEMPLON","Active","722010774RCSPARIS","02/20/2071 00:00:00","30 rue Beaubourg  Paris 75003","FR","info@templon.com","33142721410",""
"117829","AL RUMAN AIR CONDITIONER REPAIR & MOTOR WINDING SHOP","Active","CN-1037678","10/15/2021 00:00:00","Plot-45Musaffah-7PO-34692  Abudhabi 34692","AE","alrummanacrep.motor@yahoo.com","971025544608","100025318500003"
"117830","AFAQ ALMUSTAQBAL TRAINING","Active","890697","06/10/2022 00:00:00","office 304 Elkarama  dubai 00000","AE","afaq_almustaqbal@outlook.com","97150506059826",""
"117834","SUNRISE OASIS LIGHTING LLC","Active","565012","01/15/2022 00:00:00","SUNRISE OASIS LIGHTING LLCWAREHOUSE No.13 SHED NO.7 354-19A AL QUOZINDL.AREA 4  BEHIND AL AHLI DRIVING SCHOOL AL QUOZ -DUBAI- UAE  DUBAI 186021","AE","pm@sunriseoasislighting.com","97142232332","100355098300003"
"117835","Dynavative Indo Veritas Safety Services Sole Proprietorship LLC","Active","CN-3874287","01/25/2023 00:00:00","Al Rawdah Road 8th Street Mussafah-14  Abu Dhabi 8539","AE","enquiry@indoveritas.com","971025460569",""
"117838","EVON TECHNICAL SERVICES LLC","Active","703704","02/10/2022 00:00:00","Office No:437 A Al Nokhitha Near Hamriya Port  Dubai 32680","AE","akhil@evoncontracting.com","97142248491","100390459400003"
"117839","AL SHADY TRANSLATION SERVICES","Active","709246","05/03/2022 00:00:00","17 Floor Office 19 IRIS Bay Tower Maple Leaf Business Center  Dubai 393901","AE","alshady.dubai@gmail.com","9710509113109","100550368300003"
"117841","RE Teck MEA FZE","Active","154957","10/28/2021 00:00:00","Showroom No. S3B1SR05  Dubai 61484","AE","info@re-teck.ae","97148818484","100058726900003"
"117844","MAQYAS INTERIOR","Active","512353","02/18/2022 00:00:00","CORNICHE PLAZA BUILDING 1  SHARJAH 38394","AE","maqyas@eim.ae","971065721125","100249829100003"
"117845","Global Elestomeric Technology LLC","Active","845818","09/03/2022 00:00:00","Jabal Ali Industrial area 01 Dubai  Dubai 79610","AE","waqar@get-chem.com","971543898071","100504382100003"
"117847","GULF INCON INTERNATIONAL L.L.C","Active","544540","04/28/2022 00:00:00","AL HABTOOR WAREHOUSE 52 AL QUASIS IND. AREA 3 NEAR ZULEKHA HOSPITAL DUBAI 49970","AE","teena.varghese@gulfinconme.com","97142588155","100472535200003"
"117849","SEVEN STAR OIL FIELD EQUIPMENT TRADING AND SERVICING LLC","Active","CN-1296337","01/04/2022 00:00:00","ABU DHABI  ABU DHABI 128173","AE","info@ssoeonline.com","97126767336","100061838700003"
"117850","AL HASANIYA DOCUMENT CLEARING SERVICES","Active","941806","03/16/2022 00:00:00","OFFICE NO:106 1ST FLOOR  AL HILAL BANK BLDNG NEAR ALTWAR CENTER AL QUSAIS 2  DUBAI 47888","AE","Infohdcsdxb@gmail.com","9714261088",""
